num_bedrooms,num_bathrooms,square_footage,lot_size,age_of_house,proximity_to_city_center,neighborhood_quality,house_price
5,1,827,7117,89,14,10,456574.4261
3,1,1268,7589,85,9,8,374349.7016
1,1,1563,7849,69,11,3,307860.6973
2,3,3394,3243,10,3,7,632812.1933
1,3,2224,9177,13,8,8,488696.0022
3,2,3048,2760,59,12,10,548029.6371
5,1,1619,6442,35,3,6,579642.3091
3,1,2289,8679,40,7,4,469763.1017
2,2,2475,3675,1,14,6,460599.5753
4,1,1359,8124,56,7,9,462003.5299
1,2,1178,6781,59,7,3,367858.0676
5,3,2718,4236,19,14,2,571525.355
4,2,1875,6898,21,12,5,529676.7281
3,1,878,9235,3,1,7,492784.0412
5,2,2208,9680,55,5,3,555385.1735
4,3,1633,5276,92,11,5,429257.0152
5,1,1831,5723,57,1,4,484642.622
2,3,2872,6644,87,13,7,479636.4196
2,3,1249,2115,64,17,2,350641.757
1,2,2792,2781,87,3,7,410427.9507
1,3,2284,9842,57,10,2,370740.2259
2,1,3045,2876,29,19,3,397877.5484
5,3,2542,6363,75,7,5,570092.2151
2,3,2770,9532,18,3,7,545750.5202
1,2,3284,4375,61,12,6,442000.3934
2,3,2350,3750,67,10,7,436989.3261
2,2,1489,4276,78,12,6,376798.7275
5,2,2790,1448,83,15,1,415896.8295
4,1,2201,6537,43,6,5,515956.075
1,1,1386,5172,83,19,1,212860.6297
5,1,2951,9989,60,5,7,559088.4869
2,1,2629,4496,20,2,4,486530.2489
2,2,2785,3182,9,19,5,396346.6671
4,3,1426,4326,29,19,1,386300.6357
1,1,2831,9837,23,4,8,516496.0268
1,1,3305,1719,47,5,4,394113.1305
3,1,1163,2522,54,7,3,302437.5787
1,3,2982,7756,51,4,1,392883.817
4,1,1173,7627,37,11,4,452709.2139
3,3,2886,2069,66,3,3,497588.0247
3,2,2787,6562,92,5,8,488724.3651
2,2,2894,8749,7,15,9,552575.8684
2,2,2883,5887,28,18,5,433699.7579
1,3,2942,5674,9,16,9,511833.5475
3,1,2184,3156,68,16,1,341311.8838
2,1,2348,8944,74,10,7,408457.0145
4,1,1969,5139,67,1,7,509220.6471
2,1,2740,6629,48,11,6,463218.5305
2,1,1167,8087,57,17,4,305988.3346
3,3,864,6078,34,15,9,430920.1107
3,2,1553,7405,49,7,3,417302.1898
5,1,2343,7871,39,6,1,444315.1867
4,2,2835,1632,11,15,2,497722.4887
3,3,2676,3199,84,15,3,384169.2178
1,3,2378,6353,15,7,2,463701.9681
4,1,1555,3910,77,3,6,445219.3975
4,3,3028,1622,84,14,7,504894.0274
3,2,2324,7073,47,9,5,492927.2293
4,1,1396,1360,90,3,5,385716.9058
3,1,3474,7365,99,6,7,506026.2111
2,2,2634,9401,0,9,6,531593.5263
5,1,3463,4943,64,1,8,614359.4792
2,1,2195,5869,21,9,9,458152.345
3,2,2386,9128,14,12,2,487564.9591
3,1,911,1877,83,4,2,345767.3636
2,1,1252,5795,66,16,1,276825.0506
1,2,3431,8791,13,5,7,523165.4396
1,3,2986,3523,72,17,4,369682.7742
1,2,2671,7270,18,17,9,460851.6819
3,1,3078,9583,39,6,6,550861.3637
4,2,2062,7623,97,15,7,394381.765
3,1,1052,6088,3,1,7,478768.9134
4,1,2804,8564,32,13,8,528825.186
2,2,2259,8066,42,16,4,403067.4605
5,1,2742,7545,36,2,3,531201.8679
4,3,3408,3321,65,19,3,474924.6805
1,1,2126,9149,26,2,10,489984.9109
3,2,2919,9125,44,12,8,503385.2032
2,3,2657,9330,80,12,3,417890.8104
1,3,3069,9294,49,8,8,498802.7726
2,1,1900,6333,94,12,2,322388.6536
5,2,861,9675,62,11,5,422941.811
3,1,2294,8858,5,2,5,538519.8531
3,1,1980,5319,94,1,7,425747.2791
5,2,1605,6389,66,4,5,488423.144
3,2,2972,2848,66,9,9,523576.2907
4,1,2675,4205,96,7,3,441232.9433
2,3,3008,3161,58,10,9,501457.4454
1,1,1340,2464,12,14,1,295656.7345
5,3,1425,1643,20,1,3,504838.8389
4,1,2414,6351,63,5,4,516822.1078
1,2,905,5553,36,13,6,358095.4099
1,3,1954,7518,79,6,10,467540.2013
5,2,2508,6723,84,17,8,456693.1946
4,2,2708,8946,47,15,7,505350.7502
1,2,2849,1610,55,7,8,448916.3493
1,2,3080,5302,43,8,6,418629.4627
4,2,1168,2543,12,2,6,536277.7524
3,1,2074,2466,3,18,6,474445.1122
1,3,1745,7236,94,7,3,401506.3739
2,1,3027,2181,72,16,10,409745.9043
4,1,1092,3146,32,19,4,369971.0874
1,1,1383,3272,36,9,6,391036.4567
5,2,3022,5536,52,12,7,559367.538
2,1,2970,1719,23,14,3,406482.3022
1,3,3074,5680,88,7,4,381089.5582
2,1,3291,4472,50,2,6,536281.5614
2,2,3275,4642,40,17,1,412194.4811
3,3,1564,1063,28,11,7,450155.4535
2,3,3479,1559,58,18,1,417723.4322
3,3,2912,8446,39,12,10,575763.1343
4,3,2104,2733,50,3,9,572605.4776
3,1,2214,9861,49,14,10,475855.5484
5,2,1227,4894,35,15,9,536590.954
1,3,3465,2542,78,19,9,434534.5067
4,3,2814,3415,59,10,4,552428.0519
4,2,906,7090,17,9,2,448672.9232
5,1,1458,6217,19,10,7,521330.2536
3,3,1982,6387,4,4,4,531429.1312
1,1,3112,6179,17,19,5,436485.9173
3,1,2025,9187,39,10,1,412635.7942
2,1,954,7643,0,17,10,392325.7196
3,1,1695,8660,18,12,6,428592.6952
4,3,2321,3458,86,1,7,545986.1155
1,3,2420,7028,25,11,3,409399.5279
3,1,1792,6447,28,13,10,474385.2236
1,1,3092,5559,58,1,2,454706.6135
1,2,2123,3749,62,1,10,477996.2544
2,2,2185,2948,97,16,7,343040.6282
2,2,3233,7306,82,7,1,461817.6878
4,3,3261,9251,61,10,2,543499.8809
5,2,2101,9092,47,16,3,500770.8247
1,3,1558,9524,61,1,4,363783.0414
5,3,1546,1189,17,9,5,537138.322
4,3,1392,7008,65,6,4,486677.9459
1,3,2348,8482,26,15,10,524353.2161
1,2,815,1295,5,4,3,333039.5354
5,1,1792,9368,69,15,1,433856.8647
3,1,1868,9168,58,10,7,484013.5071
2,1,2144,1799,5,16,10,407164.7756
3,2,3498,9997,30,13,6,561855.7777
5,1,2995,8003,93,19,2,441199.5204
2,2,3202,9406,55,4,2,475142.8084
3,2,1502,3700,53,16,3,350947.6385
2,2,1412,9788,84,11,8,407660.3478
1,1,904,6873,40,15,8,315444.4562
3,1,2297,5714,17,11,10,514560.7668
2,1,1195,7491,86,11,10,391533.8725
2,3,3453,9333,22,3,10,677500.0763
2,2,2810,3839,91,17,10,439466.6068
3,3,1650,4513,35,5,8,519376.1124
4,2,2788,2135,24,13,7,523895.0629
3,1,1241,7357,6,10,2,382855.999
5,2,2468,3247,81,5,1,504880.456
3,2,1672,7548,19,12,6,463407.7537
2,3,1466,5516,4,8,8,524615.5819
1,2,1851,5102,17,12,1,352617.2031
3,1,3322,2548,32,16,3,435511.7835
3,2,1427,7532,78,2,1,406465.9722
2,2,2228,5511,34,3,10,527019.6015
1,2,3349,3831,64,18,9,404804.7849
1,3,1147,4062,62,17,7,377970.2082
5,2,2063,8975,84,2,8,540400.4057
3,2,1817,4052,71,12,9,465195.788
1,3,1369,8210,70,17,3,329126.4157
1,3,2873,4539,40,6,10,495780.4309
4,3,2752,1526,49,17,2,433118.3089
4,3,3064,3807,29,2,6,608083.2665
1,1,2151,2753,37,8,5,367167.8364
5,1,1469,7882,34,14,4,496257.4093
1,2,1517,2654,65,6,6,363807.6091
2,1,3157,5841,45,9,6,497616.7261
3,2,3446,5041,7,1,3,598263.9347
5,1,1066,6024,67,5,2,425972.5612
2,3,2238,9965,36,7,9,531803.0303
5,3,3493,9734,84,9,8,645780.2677
2,1,2156,5417,12,14,4,391423.6757
3,1,1822,9977,72,9,6,467189.3828
3,2,2837,5635,44,4,3,472574.4205
4,2,3297,3883,28,15,8,583036.7931
2,2,1364,6884,40,4,3,373722.9035
4,3,2070,1448,55,3,2,479951.3612
2,3,1859,4310,87,14,7,391212.7485
4,3,2224,5585,15,9,3,515787.6163
3,3,827,9108,11,19,9,448132.2608
5,2,1019,5409,65,6,3,407502.7388
4,3,1205,8873,61,3,8,496182.7383
2,3,2437,7051,18,18,2,437459.6177
2,3,2598,9576,29,16,9,510369.7956
3,3,3118,1294,15,3,1,522518.7994
2,1,2559,2238,87,2,3,430770.9441
1,2,2474,9041,12,2,2,438324.7275
5,2,1591,3816,68,10,7,473958.2384
4,3,1762,2098,22,15,5,464752.593
5,1,2109,2737,61,3,8,553036.9407
3,2,1633,3189,30,8,2,422421.0923
4,2,1116,3765,52,18,8,412390.8688
4,3,2120,2222,16,11,7,495560.5824
1,3,3185,7549,48,7,5,510522.862
3,2,2130,1410,48,19,2,362284.3546
2,2,1150,3945,66,7,10,421226.5254
1,1,1310,9102,25,2,7,409091.9195
1,2,3372,5786,12,6,10,541312.2809
5,2,1291,1786,37,5,4,525390.194
5,3,2731,3109,21,14,4,510546.0355
5,2,2417,6446,84,18,8,459833.0243
1,3,2856,6835,28,4,6,552317.3038
2,2,2320,2986,44,4,9,516976.6595
4,2,2383,9126,45,13,2,458391.4367
5,2,3408,8300,38,1,5,673464.9079
2,1,3287,6709,68,5,6,492648.5029
3,3,2375,3403,77,3,8,522775.5023
5,1,2561,9262,81,19,4,445475.0504
4,2,2791,5401,67,13,7,515383.9554
3,1,2068,7701,96,7,7,438145.3125
3,3,2880,4295,38,10,4,563784.3263
4,2,1846,9953,19,3,1,503286.6797
5,1,3413,3121,76,2,3,539911.8203
1,1,848,4582,99,7,2,211223.6703
4,3,1261,5197,67,9,3,425343.5653
4,1,3437,6700,34,12,5,584522.1725
4,3,1135,8232,7,10,1,489058.1251
3,2,2181,5288,51,19,5,395322.3064
2,2,1945,2085,39,13,2,370256.0341
1,1,1158,9645,35,10,4,309424.0406
5,2,3193,3621,5,5,6,616285.0164
5,2,992,9810,85,15,9,452766.0288
2,1,2239,9828,69,3,10,475072.6349
4,2,2200,3348,99,8,6,424929.0053
1,1,1555,5874,72,6,10,405618.0191
5,3,2484,4036,15,19,2,504251.7478
5,3,3325,3349,45,17,8,547108.2407
4,3,1627,6743,58,10,5,421700.3258
2,1,1689,5432,37,1,9,464495.7125
1,1,1452,7175,96,13,10,293418.3714
2,2,3255,8265,17,10,9,513822.2148
2,2,3133,7103,11,12,4,525183.23
1,2,2721,8358,53,2,1,425681.2278
1,2,1650,3031,90,10,9,354956.8405
5,2,910,2249,46,1,9,526536.8546
5,1,1419,7808,0,1,8,560928.1962
1,1,1592,4556,14,15,5,364542.4041
3,3,2897,9519,90,1,5,525139.4918
5,3,1957,9988,79,9,10,544878.7836
3,3,1387,6299,20,7,6,478056.2829
1,3,3443,4094,0,16,1,423745.5322
5,1,2109,3977,92,16,9,445224.9282
2,1,2757,1962,66,13,5,386745.303
1,1,3161,6725,11,10,7,476417.9168
4,2,3453,6489,27,18,8,566495.8639
3,2,1096,2268,38,9,5,406641.2074
1,3,2429,6279,36,12,3,420056.2135
1,2,1368,1372,94,13,6,317093.4259
5,1,1987,5380,59,11,7,506315.5869
5,3,1631,8617,30,15,4,526265.746
5,3,1409,7279,57,10,9,514093.6443
4,2,815,1095,96,10,4,335319.6276
5,3,2169,5369,96,9,10,559896.9171
1,2,871,4941,10,3,2,390159.9418
5,2,1069,8021,28,16,9,482547.4846
2,3,1086,4944,88,12,4,346421.5981
5,2,865,6868,12,17,4,423265.6971
4,2,1679,6396,50,15,10,500164.3931
2,2,867,9041,53,3,1,361815.595
1,2,2016,1131,18,5,2,366582.1099
1,3,2202,8290,57,13,3,372118.1545
3,1,1773,7516,35,6,7,530754.6952
2,1,1307,6906,27,9,9,439137.5091
3,2,1925,1807,67,19,5,427182.2494
2,2,1685,1050,2,7,4,404301.8368
2,2,3269,6277,88,13,2,418049.5448
4,1,2787,1055,40,5,7,474156.5952
3,2,1574,4664,34,16,6,418686.1129
4,3,3325,1743,92,4,7,575259.4344
2,3,1725,7030,92,5,8,461287.2524
1,3,919,9131,75,19,9,313361.2569
2,1,2738,1079,98,6,10,468114.2605
4,2,1287,3966,83,4,5,419905.131
3,2,2925,4728,80,1,5,501331.5687
3,2,1240,5536,75,17,4,327774.9445
4,1,1261,1125,49,9,3,364015.2662
3,1,1411,6813,99,16,7,381231.9897
5,1,2117,9410,73,2,5,522280.4454
1,1,2459,1947,81,11,7,389973.9595
1,3,1716,1594,29,5,2,422699.781
1,1,3456,6030,71,13,9,420691.4946
3,1,805,1140,76,17,9,363073.1812
3,1,1480,4055,94,15,9,379750.3561
2,2,3118,5205,69,12,5,416492.4534
2,2,2443,6171,53,6,10,518884.2708
1,2,3406,8782,70,13,9,446071.8029
5,3,898,3660,84,18,1,392041.4592
2,3,1325,7856,50,15,2,375162.6686
2,1,3041,7089,27,15,10,499538.2859
3,2,1980,6318,63,8,5,476574.0905
5,3,2489,3552,84,19,5,426556.3089
1,2,1938,4611,20,14,6,381999.4675
2,3,1195,9062,87,7,8,408625.507
5,3,1569,2040,26,14,1,514462.117
5,1,2626,9506,26,5,10,602055.9275
1,1,2345,8603,76,15,9,339376.3515
5,3,1482,5172,49,15,4,429506.3621
5,1,2356,3946,28,4,8,604293.3967
5,3,814,4236,38,1,5,505553.1932
2,3,3215,4680,56,17,1,409812.8334
1,2,3485,5807,91,1,9,524741.816
5,1,2036,2537,36,16,8,489458.8843
5,1,804,4872,92,13,5,372919.6651
2,1,3078,2867,63,18,4,392881.3787
1,2,2708,2161,47,10,8,434116.0902
3,2,2225,4920,21,18,9,480852.0735
2,2,2407,6693,99,17,7,382477.8851
1,1,3433,4882,29,9,4,474000.4818
5,1,968,8738,27,14,7,447804.7684
1,1,1591,9456,22,13,6,305403.602
1,2,1799,7331,96,14,3,312932.5787
1,2,951,6182,3,11,10,451288.898
3,3,3071,2526,2,13,3,529128.8541
1,2,1303,9131,60,17,1,284250.3305
3,3,2373,5394,95,3,5,460724.2526
5,1,2891,2158,3,1,8,655528.5855
3,2,1303,5367,64,5,6,453580.1705
5,1,1642,5630,11,13,8,524402.4085
5,1,1150,4513,12,5,7,586320.2083
3,1,2870,2144,33,5,2,432838.4728
2,1,2459,1068,58,12,8,422228.0418
4,2,1397,4717,92,2,4,402642.1759
1,1,1866,5723,72,16,5,330465.1481
4,3,3313,5213,30,17,8,536752.1143
1,2,839,7413,70,5,5,305840.9614
1,1,3150,4466,12,12,5,433068.3265
5,2,974,4026,53,15,6,439423.8042
1,3,1798,7998,1,6,7,478007.2153
1,1,2284,3747,32,13,9,403804.9684
3,3,3468,8271,49,11,7,559690.7386
4,1,2016,7171,6,17,6,475256.996
3,3,3091,4855,17,9,10,644301.2347
1,1,1635,9753,50,16,4,338156.778
5,2,3127,3203,7,17,10,605844.5815
3,1,1859,4419,54,18,2,394632.2978
3,2,3404,2144,75,13,9,518923.5294
2,1,1697,3699,42,11,10,404722.9486
1,1,2363,1560,58,13,5,356242.8435
5,3,1846,2187,29,13,5,528248.8136
3,3,1731,4133,58,12,3,393758.382
3,3,2938,4411,8,14,3,485820.2772
5,1,3237,2689,91,13,1,446078.4773
1,1,3397,5407,67,9,5,415065.4557
2,1,2051,3423,38,14,3,401797.1972
3,2,2025,2369,80,1,2,441885.8956
2,2,2173,7007,10,9,9,498651.6181
4,1,1861,7728,1,4,10,595882.4528
1,3,1299,9772,22,12,6,443944.2036
4,3,2522,1976,62,14,3,425182.8889
4,3,3364,5272,21,9,7,592446.544
4,1,2915,7497,60,3,9,572961.7846
1,3,2563,1118,25,6,9,507394.0492
1,1,2970,2542,11,3,1,438821.0624
5,2,2508,5862,31,1,2,559216.5705
2,3,1135,4043,8,3,8,487727.4919
2,2,1976,1972,68,14,1,336322.4534
5,3,1578,1915,89,2,3,503993.5638
5,1,1985,7621,70,12,7,470089.1818
4,1,2733,1586,92,10,8,530367.9836
5,1,2266,9542,32,13,5,563943.2859
3,1,3270,6625,23,4,2,553606.3907
2,3,2361,8354,88,19,3,375674.0834
5,2,1738,5591,94,1,9,584872.7027
3,1,1603,3562,92,11,10,396583.1159
3,3,2735,7839,68,16,7,461451.8897
3,2,1433,9464,37,19,1,344892.6985
3,1,2053,3927,10,19,3,374357.4299
4,2,1882,7195,31,12,9,527730.0331
3,1,2943,7276,63,3,7,528473.7616
4,2,2085,5290,71,18,2,394140.996
4,2,1153,6882,19,17,6,443985.2162
3,1,1959,7446,33,5,9,515616.8632
2,3,2685,6167,41,16,4,485159.0952
3,2,2618,2522,7,14,10,556967.2967
3,1,1766,1561,65,19,2,336045.7199
3,2,3320,4540,20,6,3,544389.7484
2,2,3277,2479,78,3,7,457897.2825
1,3,3384,7677,69,6,4,427883.9382
1,2,1969,2205,4,12,7,483135.2498
4,2,2347,7660,66,11,5,466034.4431
4,1,2934,9848,42,7,8,553825.2164
2,1,908,1589,15,1,8,446308.581
5,3,2168,5326,98,16,5,470138.0745
1,2,2557,5904,72,16,7,400483.5534
4,2,1793,7421,34,17,6,507273.4633
1,2,2317,4759,82,15,8,410645.4096
2,3,2156,9939,42,9,9,490343.6694
2,2,1621,9655,97,5,5,412233.3643
5,1,1736,9945,38,8,7,519032.727
5,3,3496,6936,9,1,1,648170.2814
2,1,990,9774,73,7,8,353472.2699
4,1,2796,3205,19,11,3,453088.1787
1,3,1732,5114,0,13,1,386152.9572
3,1,941,5027,5,13,6,388231.4521
5,2,2692,5816,52,7,8,608243.342
3,3,3015,8188,45,11,3,498287.0439
4,1,1365,3808,65,18,1,332388.7555
5,2,2082,4603,37,1,3,580097.1438
3,2,2262,4913,32,12,5,428706.6205
4,1,1934,2419,66,3,8,474841.5653
1,2,1543,3167,99,1,9,397173.0906
4,3,1472,3144,76,4,9,514845.1204
5,1,1330,3167,34,6,4,499588.4375
2,2,2113,6891,78,5,8,475001.8282
1,2,1361,7536,44,11,5,364081.3406
3,1,2333,2166,21,13,3,434733.1168
5,1,3022,4575,67,11,5,521101.8973
2,1,1101,3841,16,6,2,333830.1909
4,1,984,2870,4,19,6,404900.6131
2,3,1309,3886,84,15,1,304319.8304
5,1,2133,1159,56,13,6,480590.7715
5,3,2169,8243,87,10,5,483069.914
2,3,3003,4763,94,1,9,493719.0522
4,1,1594,2055,39,13,7,436001.6852
2,3,3279,1333,29,6,6,588133.1528
5,1,2323,4596,41,12,7,498456.8122
5,1,1560,8607,6,17,10,562169.2062
3,2,2994,2362,70,18,5,466404.4911
3,1,3328,1925,90,8,1,413311.6632
1,2,1234,6519,87,14,9,317260.8016
5,3,2342,3443,18,5,5,607249.4891
3,2,2838,4980,40,2,4,531714.7573
2,3,2506,8260,33,11,6,470602.4005
4,1,868,2419,21,3,5,438186.9293
2,3,2429,1059,51,16,1,384966.4963
4,3,2704,3524,90,16,2,449108.0102
3,1,3033,4797,5,9,4,507971.245
1,3,3051,2578,73,13,8,440555.6609
2,1,1353,8201,94,10,5,344968.9643
2,2,2860,1707,24,17,7,454808.8279
2,1,2097,9165,65,17,2,324861.8257
4,1,2898,6277,9,10,8,555847.4795
3,3,1299,2780,73,8,5,390972.8844
2,2,3216,3413,25,7,4,567761.069
2,1,3204,8750,4,14,9,527544.9585
1,2,2329,3161,85,18,6,365059.458
1,2,3103,9800,67,19,4,424649.8334
3,3,2311,1308,97,18,8,407884.4428
3,1,1078,6439,70,14,3,332427.7452
5,3,1882,5307,49,10,10,573582.9621
1,1,1245,3364,16,1,2,331037.4412
5,2,2960,1184,10,9,7,567752.6747
4,1,1635,6324,52,18,4,389943.2117
5,1,1554,6483,49,13,4,432526.1615
2,2,2645,1245,7,17,10,541274.5085
5,2,2392,9430,91,16,9,500975.6765
3,1,2312,9183,96,11,2,420922.2249
4,3,2230,6924,61,9,1,454362.2151
2,1,3214,1519,88,7,7,490062.0105
5,2,1883,4907,84,1,8,552531.6124
4,3,3176,1276,75,9,3,516710.2974
4,2,2390,6101,89,10,2,416008.9011
2,2,2708,9797,28,16,4,461213.9295
5,3,3031,5573,98,18,2,502586.8358
4,2,1822,5603,43,14,2,421288.3126
4,2,3158,5053,44,11,5,525574.0796
1,2,2361,7812,28,4,10,507316.9365
4,2,976,7073,87,19,5,388521.7901
1,2,1646,1141,58,13,8,384106.7802
5,2,2048,2717,14,1,9,657742.9998
5,2,2400,8313,69,19,2,448779.5678
5,2,2404,6714,95,15,1,421324.9839
3,2,2775,1399,43,15,3,445545.601
5,1,2856,5763,97,11,6,514842.9634
4,1,1035,7255,35,5,5,447337.0439
2,2,1509,1238,83,10,8,410380.9248
1,1,1593,4215,56,18,8,335440.7639
3,3,2734,8541,63,7,2,424166.0465
5,1,2469,4647,75,1,9,589478.3357
5,2,826,6408,98,3,4,395716.3747
2,2,3397,7340,37,1,1,531349.319
2,1,2026,3429,16,17,2,383124.95
3,2,884,4652,26,15,6,405403.3149
1,3,2655,7307,16,5,5,517263.0225
5,3,3313,6140,62,16,7,599541.7697
3,2,1922,3878,10,12,9,495343.3082
4,3,2013,2535,63,19,6,460090.7415
4,3,811,9727,38,14,6,480806.5826
3,1,1812,7254,1,3,2,520364.0649
5,3,2548,1948,65,19,7,475599.4928
3,1,2676,4941,53,1,2,480835.9016
5,2,3419,7603,28,1,7,646721.77
2,1,2117,9625,44,10,8,425626.9496
3,2,2183,2403,87,3,1,413334.6943
5,2,2478,8819,87,13,9,530293.3954
3,2,979,4511,79,6,8,442108.037
3,2,1596,3935,30,11,9,467950.5888
5,2,2267,5878,48,6,5,539632.7141
5,1,2824,8506,8,3,4,609005.6066
1,2,3288,8591,26,16,1,392627.2787
3,3,1686,6060,55,9,9,474403.2539
4,3,3268,4333,77,8,4,557301.4666
3,2,1989,2602,44,3,4,454532.124
3,3,2475,9420,88,5,4,508571.9142
5,1,2319,3196,42,14,2,468720.8145
3,1,3315,1110,21,5,4,484391.7244
3,2,3232,7023,98,19,2,402928.4673
4,2,3161,5159,32,5,8,619588.9956
5,2,1570,4867,26,2,7,577674.2152
3,3,2078,8641,39,7,10,552276.0818
2,3,1758,6004,25,1,2,442410.3136
1,1,1716,9204,82,18,2,295067.3192
4,3,2870,8077,44,10,2,521191.5103
3,1,2581,4261,44,6,1,415747.846
2,3,1138,1662,25,7,6,443322.7172
3,1,2316,9885,69,12,6,417885.5007
3,2,3213,4390,66,18,1,384092.8493
5,3,2195,4018,5,11,1,522417.1847
5,1,1714,2902,27,19,6,435771.0559
5,3,2653,5171,66,4,6,559356.9437
2,2,1274,1328,12,19,4,370844.2941
3,1,2246,7295,62,13,3,394339.3046
1,3,2179,4846,12,19,9,477794.9986
4,3,2283,1224,76,2,6,500459.2631
5,2,2874,3520,0,9,1,516070.9741
5,2,1600,9064,39,8,3,501911.2587
3,1,2046,4714,36,14,1,426841.473
3,3,1663,3407,30,9,3,461645.6707
2,3,1971,7683,16,13,2,510983.3549
2,2,1538,1810,8,18,5,392631.478
5,2,2174,7752,63,6,3,514844.8053
3,1,3262,4117,56,3,7,480566.9332
1,3,1781,5773,12,10,8,475067.686
4,3,3276,4290,36,10,7,594886.694
3,1,2888,3251,13,10,2,460967.47
3,1,1811,5661,74,9,10,445113.5283
2,2,2926,5606,24,12,10,527415.4856
4,2,1516,7421,94,8,7,439564.7712
5,1,2607,4052,77,9,10,592748.8741
3,1,3391,9207,56,17,3,436899.4493
5,3,2273,5451,70,8,7,554235.8431
3,1,3321,5925,87,18,1,366727.4729
5,1,1965,3646,99,17,2,384773.7797
4,3,3141,3906,41,6,10,632187.0925
2,1,1409,2746,41,10,1,320690.2357
4,2,2983,5309,46,1,9,565927.8014
1,2,3331,1448,43,1,2,468976.7056
2,3,2612,4012,40,9,2,439896.5932
4,1,2135,2568,2,3,6,545935.4836
1,2,1354,4491,89,6,7,322611.5513
3,2,2455,8310,89,7,2,459512.0543
3,2,2555,7883,0,9,4,547817.5794
5,2,845,6984,78,5,3,465969.6499
2,1,2059,8088,10,16,5,445888.4825
3,1,1871,5768,6,2,9,559661.9326
2,1,3045,2064,11,3,2,453884.9373
3,1,2931,4821,37,3,5,565097.6791
5,2,1342,9759,53,10,8,490186.1212
4,3,2251,2436,66,3,6,522147.8094
5,3,2918,7097,52,15,4,557863.557
1,2,3367,3483,89,14,10,458712.5197
3,2,2792,8719,93,4,8,527062.9182
1,3,1712,5800,31,10,3,381992.788
1,3,1868,7382,99,11,4,326372.7093
2,2,3140,5829,44,11,9,578850.3142
3,2,1611,7153,50,8,5,441026.1515
1,1,2288,3794,36,9,6,400737.7154
4,1,2708,8612,58,8,2,455397.0877
1,3,2373,2097,53,12,9,448057.7587
4,2,1666,2638,17,17,8,484164.57
2,3,3227,9455,0,15,7,554309.3448
1,1,2566,1160,20,19,9,416323.1662
5,1,3109,6906,27,6,5,633256.4376
2,3,1379,9502,15,5,5,462579.6823
4,1,3204,9418,47,8,9,582531.0936
2,2,2242,9464,27,18,5,407295.7887
1,3,1497,8081,21,15,9,440460.459
3,2,2776,5412,82,3,1,433824.2625
3,2,3290,4157,0,14,10,573834.9252
4,1,1525,3338,94,15,10,370775.9156
4,2,1085,6588,41,13,8,460458.8696
3,3,2691,2601,97,9,3,441097.2405
4,2,1369,6888,69,17,8,471625.9088
2,2,2764,4718,91,19,5,378091.562
5,2,2313,6546,2,4,2,562045.8969
5,2,1297,2925,94,10,9,425633.0228
2,2,2717,9758,79,3,4,430591.8249
5,1,1504,3915,80,19,7,369554.2915
1,3,2156,7898,43,9,8,510445.0509
2,1,1361,9443,26,5,7,452574.2624
4,3,2798,6652,50,14,6,515281.8445
2,3,831,4501,23,7,7,413056.5099
3,3,842,8274,19,6,4,436519.304
4,3,2716,2602,31,8,10,587373.5151
3,3,2174,8359,98,2,1,468683.3804
4,2,2645,1513,12,14,5,514040.4138
5,1,1358,9633,42,7,8,483612.3396
2,1,3117,9192,19,3,10,637187.4819
1,2,2236,7501,1,6,6,454798.9715
4,3,1742,1902,67,14,5,421035.1173
4,1,2398,6719,90,12,2,432810.6097
3,2,2170,9148,59,18,10,477322.7408
5,2,2728,3321,88,12,5,476614.925
3,1,2436,1855,3,7,10,518580.8268
3,1,2884,2017,95,5,3,396083.7473
5,3,891,6279,16,12,2,444724.597
1,3,2643,8712,0,9,3,483461.7949
3,1,984,5680,32,11,4,384016.5454
3,3,1527,8072,29,4,2,467849.6343
4,2,1851,7624,4,14,4,490441.6547
5,3,2371,1195,11,12,4,524866.9201
2,3,3219,5694,31,18,6,494360.4027
1,2,1631,5651,37,7,5,428515.9659
1,3,1144,7991,16,1,7,466103.208
5,2,2242,3697,57,13,7,506633.8323
4,3,2019,2057,39,16,3,450196.0263
4,1,2925,6207,95,5,9,552826.1215
5,3,966,3792,23,19,7,449307.925
4,1,1063,1420,11,9,7,497681.1834
1,1,2295,3814,94,9,2,317722.556
1,1,2031,3840,18,12,10,435787.0174
2,1,2086,2031,28,18,3,382723.9709
5,1,2329,8639,84,10,3,428815.4482
3,2,2608,2491,89,17,6,416924.1384
3,2,3359,5975,51,19,4,470632.7391
2,2,2677,5947,91,11,4,372304.6234
2,1,2549,1509,16,16,1,387492.9531
4,3,2709,2859,72,8,6,529109.6295
2,2,3423,6061,20,15,8,519864.547
2,3,2135,2858,59,11,8,472894.4389
3,3,1997,6607,97,7,8,453377.1437
4,1,3278,3065,74,2,5,535853.0311
2,1,1567,3966,19,19,10,402956.1554
2,1,3310,7773,52,9,6,466451.5794
4,2,900,8892,79,18,5,375248.1171
5,1,2532,5442,62,13,4,470732.6063
4,2,2719,4204,56,1,4,500736.8385
3,2,3091,1575,28,19,4,411248.3474
5,2,2171,1198,0,13,4,546870.4367
1,2,904,8423,81,14,6,268953.9973
4,1,1493,2365,58,17,6,395729.6123
3,2,2490,8834,63,1,5,514375.7973
5,1,2110,2998,85,5,9,505280.7056
